,mstar,mvir,sfr,x,y,z,ssfr
64,95356636759.8,1293976523.79,5.03515704959e-10,38.4052484498,53.021699259,55.4544948614,-20.277337904
65,23164151191.5,7894796112.36,5.4753802158e-10,54.3334851783,2.82859195816,26.5528748335,-19.6264021085
66,332349422.911,8024248991.55,5.41185606007e-10,24.5844343497,47.1243786174,22.7644127435,-17.7882486919
67,1.51453434445e+11,1146793418.83,7.03737724824e-10,67.0279351588,50.4135088178,53.7215532113,-20.3328682935
68,1.08232555245e+11,7307202810.05,2.93674461605e-11,61.1844930915,66.9374485281,74.022120348,-21.5664917305
69,4.94613963804e+11,2.31939635579e+11,0.0,12.5470525404,63.1706191704,0.110826294987,-12.0
70,4319697770.63,1439255884.14,0.0,12.4611199649,13.8158562542,70.2468571227,-12.0
71,19589873514.9,87525095136.4,7.34003993539e-10,5.12397058358,17.0346335476,16.3903178125,-19.4263332091
72,1.05779388754e+11,7228664750.87,3.44166196735e-10,28.755502377,56.4796946338,53.7911356221,-20.4876328405
73,184371151.666,1.78002646514e+11,1.58033802473e-10,58.8910677892,46.151559688,18.2849845781,-18.0669429786
74,2.35334373522e+11,2.25145800202e+11,9.22013097549e-10,14.7920128376,58.1392860841,68.9031662141,-20.4069482755
75,2.44886092417e+11,86046950480.0,1.33278895427e-10,42.4738348876,18.6429947935,15.4181170976,-21.2642027366
76,4713630125.42,1605773742.35,4.80913501103e-11,36.5804381258,61.3739171684,62.5785322385,-19.9912885312
77,3.21616488907e+11,7802485640.57,0.0,20.3702438563,53.0790470881,8.78601124401,-12.0
78,1518442054.84,4.67876632332e+12,8.86855760172e-10,38.8383338396,65.1811537767,37.5470014079,-18.2335452324
79,1.2687956845e+11,1087890001.96,0.0,41.0972477538,18.4434951525,21.4052040313,-12.0
80,1.412956644e+11,3113853998.73,9.70095289866e-10,68.9651210417,10.4891951168,73.8574282321,-20.16331444
81,723760607.893,3.75787235898e+12,7.80351683342e-10,49.6852665027,58.7138247024,24.3093704991,-17.9673045705
82,6611020664.31,2.82326081275e+12,6.0781825796e-10,2.37701401005,22.0536982785,50.2022794781,-19.0364947732
83,1.7528430115e+11,3315437024.82,4.75311599284e-10,5.0698257499,25.6991733551,3.71608654401,-20.5667646087
84,1.96338562288e+11,11094269059.4,3.83882735367e-10,5.51006616369,5.06035725763,60.3980393991,-20.7088070258
85,23665872956.7,2416653729.68,3.43396213355e-10,12.3931756705,7.51728226257,44.0180267114,-19.8383270269
86,557988646.36,3639025922.34,0.0,47.5830044503,65.1629363089,9.30163904646,-12.0
87,2.68251986971e+11,3.53507772735e+12,4.88318208915e-10,39.0500142794,54.60744874,18.9702744907,-20.7398400285
88,24334566407.2,1416847298.89,2.17993583488e-10,16.4502460651,66.3141774824,12.4742142117,-20.0477799018
89,1.28605001347e+11,4.65224081187e+12,5.54439740507e-10,32.3037628612,54.3226502879,60.8278475866,-20.3654035067
90,273943289.268,1.07585940126e+11,0.0,47.4210049029,17.2859479932,0.974393587668,-12.0
91,5351740101.2,5374944651.92,6.43886994146e-10,68.9313097717,21.0820506907,64.8415725138,-18.9196853616
92,8235081754.17,1.43991480188e+11,0.0,23.4759759624,50.3820183704,7.52224324901,-12.0
93,3.21066293129e+11,1405978729.14,9.46172899696e-10,35.0084893443,21.2459665679,14.6038510977,-20.5306242091
94,27199438702.6,2.0309793893e+11,9.49332190861e-10,43.0979552429,55.9568276489,21.2575834737,-19.4571417343
95,4.8618114763e+11,1.21393461894e+12,4.35233750482e-10,5.14592448778,52.4640093096,14.005321666,-21.0480755488
96,4.538560053e+11,3738041421.88,9.98718646836e-10,64.3371765846,66.4608258843,68.1294933806,-20.6574749277
97,46474194418.8,4.25110766259e+11,1.32514195574e-10,12.4078959013,36.9228115827,74.3765099124,-20.5449494659
99,4863721114.54,29286818296.0,1.8521677657e-12,33.8829383138,11.0023921291,24.0748867723,-21.4192883429
100,665323309.377,1.48184631315e+11,4.16266372019e-10,40.1337125752,30.8568537232,53.363535609,-18.2036614111
101,9.60406796009e+11,6.856775127e+11,2.48506694455e-11,45.8083487256,53.0069024771,72.1449378379,-22.587117132
102,725654984.923,2.50663707834e+11,5.36539722443e-10,3.43687957087,36.7619682803,27.8876430119,-18.1311283028
103,592068135.339,1.7452507787e+11,9.4754799221e-10,1.13911667418,2.37521188619,56.9451255718,-17.7957704726
104,1.64564395726e+11,3.5087438301e+11,3.06863417582e-10,54.3128309144,23.251465585,8.28457558488,-20.7293907619
105,8.8917503836e+11,4.03503049584e+12,5.20601105077e-10,49.6151578525,32.3788968114,28.3302093007,-21.2324821767
106,119656723.914,1559321389.47,2.0606511939e-10,30.7405837328,71.3773414268,68.9969076779,-17.7639326231
107,11142748719.8,84013279491.4,1.8269363798e-10,61.2511679193,33.3973185124,54.3128925539,-19.7852689129
108,28410232260.3,4.7941551095e+11,0.0,48.4429670741,62.9686268061,58.8717185097,-12.0
109,60208895668.7,8.02698953632e+11,4.42356733199e-10,23.563398587,49.3021469358,7.92289222806,-20.1338880195
110,2.72886476683e+11,6.62811888804e+12,2.99806598901e-10,72.9894480427,66.5496733122,7.85066873729,-20.9591408264
111,103073466.017,28256524651.9,3.7952835408e-11,4.04465154747,58.3923404295,49.1566682323,-18.4339026531
112,9.38774678588e+11,22753382570.2,7.27450076247e-10,12.0632797336,66.8302639278,63.0561687563,-21.1107581732
113,2672420524.05,7893173718.81,8.88251020796e-10,69.6189313328,37.7716412329,42.2738996235,-18.4783690832
114,190093210.553,4048160896.49,1.36056657849e-10,52.9356615438,7.68608520005,4.0254489859,-18.1452468071
115,13457882082.2,36703943423.8,3.28697757868e-10,43.9543926576,11.981236219,35.7119621766,-19.612179977
116,4076460421.71,2828685423.51,7.20609888058e-10,0.0714852553329,37.4161887682,54.3269504582,-18.752583013
117,55754179020.8,1002801588.04,4.1909044938e-10,21.5608635164,56.1700022703,0.444173568061,-20.1239696614
118,1710431855.88,2.08152827816e+12,0.0,22.7919555798,51.7880064615,39.1160949212,-12.0
119,84343222274.2,8.00460942185e+11,1.98260541271e-10,55.6692056654,8.1684704663,52.7166621394,-20.6288139014
120,3.94240047391e+11,1410963906.3,2.52286707775e-10,32.7981345092,35.2392553349,9.9397857491,-21.1938663689
121,6.007776716e+11,2.11276817333e+12,0.0,47.2478598417,24.4994630296,34.2142760746,-12.0
122,2.37827068039e+11,93211292314.5,1.76626337028e-10,64.8628084301,42.3624217676,51.1092486365,-21.1292058195
123,3382789889.65,20859063838.2,4.41805067752e-10,7.38346134997,14.2916028853,57.841858893,-18.8840443308
124,1.28592678641e+11,3.32135743021e+11,0.0,57.158006644,57.2941130756,74.6343307702,-12.0
126,5.37014015066e+11,2399726921.13,0.0,66.0414199457,64.7020618047,13.8922288866,-12.0
127,1535404430.61,5.48130866575e+12,4.83332918222e-10,63.5716490446,20.5400292662,32.7676368745,-18.501976415
128,457128942.878,5.09563722629e+12,2.22058299461e-10,9.1005615775,23.8261437926,59.5068443198,-18.3135717097
129,32737664466.0,6.87501923586e+11,0.0,60.3701266868,23.3614813081,13.3190083317,-12.0
130,990886522.095,9.56647326272e+11,6.89314522989e-10,37.1510317331,65.7546846358,29.9612594155,-18.1576064926
131,83820627223.3,1.93321351468e+12,7.67314441759e-10,34.7655071816,2.56909735557,2.5663018507,-20.0383775341
132,770407859.187,30537965388.1,0.0,38.7386287646,59.8248645711,35.8002693921,-12.0
133,42559768663.7,1.49874314557e+12,2.70468783575e-10,36.2039553737,57.8365472458,53.0486221474,-20.1968821109
134,60161315685.5,1.52842264611e+12,2.97248762757e-10,72.7436449843,31.3962585618,30.5508753533,-20.3061972698
135,2.79284088775e+11,2.31337366324e+12,1.11035322527e-10,65.4147102042,10.4575605552,12.6751374701,-21.4005850356
136,17760948279.7,28806187267.4,9.65677300245e-10,72.7243690085,7.4330330908,70.386067881,-19.2646341268
137,58083826779.1,2.63998529894e+12,9.62182410808e-10,31.6924553323,54.0956080166,45.763417632,-19.7807978081
138,2170494247.56,7.37164895883e+11,3.29476598686e-10,63.512871831,49.8680958809,56.5498846268,-18.8187340652
139,3.506023927e+11,12856671381.1,4.97916057712e-10,8.88155631774,5.17045263378,66.0187809919,-20.8476587432
140,101743084.944,3.57836482309e+12,8.67599769382e-10,20.3491536026,13.2844805617,7.02527037863,-17.0691854738
141,288159397.489,63654960883.1,6.9660159144e-10,15.911413238,64.9648437352,10.0521177883,-17.6166483251
142,2.34954317706e+11,3525390011.68,0.0,12.3852994704,24.4193870851,43.1433030582,-12.0
143,293041769.69,1235278055.38,5.26261724891e-10,15.1914265752,21.3068889441,59.5430175405,-17.7457277435
144,54189268933.5,4.26143012571e+12,9.25655712143e-10,19.2104539241,52.0882216066,14.7623225014,-19.7674638065
145,2533294892.75,39211354517.5,0.0,37.2223137267,15.621357822,18.5976416824,-12.0
146,4.12679579998e+11,1.40955923033e+11,3.25548310093e-10,15.1364075272,53.8541764309,43.599833445,-21.1029975346
147,45555222078.6,1.14126722064e+12,9.98088563373e-10,28.9462844077,4.93837478603,55.7958999869,-19.6593690889
148,653424078.048,1.2220103803e+11,0.0,11.6100402383,30.5370575068,33.2117305019,-12.0
149,71873486652.2,5623819051.03,4.27461286405e-10,67.8494891965,44.8663334274,55.4209199199,-20.225671925
150,257949459.451,9.7594020383e+12,4.37539104375e-10,11.1524794541,10.5533837555,52.1652945503,-17.7705177486
151,9854227359.24,4.91979980943e+11,5.84207751708e-10,19.99430831,55.2503490008,10.4853089511,-19.227055263
152,17830790662.1,32587426640.6,9.01909856727e-10,34.1322976707,3.95060509166,46.3693553835,-19.2960074681
153,887742081.71,79931179624.8,7.75241273005e-10,34.3592142819,29.1756505866,47.5875178209,-18.0588499212
154,55162076793.7,17375029831.1,4.11879652149e-10,44.9777054413,12.7157389007,60.1228948331,-20.1268702712
155,8.16186317096e+11,2.88624255313e+12,9.87622318524e-11,45.2400297348,1.12151984611,12.7288895462,-21.9171984141
156,1811244682.63,1.71122021323e+12,3.1764197767e-10,43.8950421113,11.3577487005,21.5593069258,-18.7560392322
157,41913357652.8,12536770081.3,5.89515120918e-10,32.6581909085,68.9932823818,15.3849503046,-19.8518575042
158,1.73860559637e+11,1.74440769471e+11,3.15573272217e-10,18.3126016814,43.9839011957,35.7489898641,-20.7411008601
159,630979214.375,3.70114624558e+12,7.49310438953e-10,36.6884683253,40.3111501769,44.6183524282,-17.92535327
160,5.73750777137e+11,4544150067.88,4.08949228455e-10,55.3248650694,12.831032031,49.3453747621,-21.1470538936
161,9095274417.59,1410362833.85,0.0,48.1889369627,18.2309682906,12.7928155145,-12.0
162,4.57945576152e+11,3608210798.78,0.0,8.86139228353,51.9759053921,13.1178218133,-12.0
163,6.59047448862e+11,2.50843677723e+11,9.42419821545e-10,9.57646756028,23.8529753624,17.6530763032,-20.8446722714
164,1.81280306598e+11,1569862070.07,9.44322660541e-11,16.679098163,11.4728958431,35.6349605167,-21.2832302156
165,3225234961.63,17002728732.0,7.72851424874e-10,6.10724785614,73.7170100018,1.93457950169,-18.620465347
166,1396596913.32,1.35598105084e+12,1.49775284676e-10,64.4091873573,28.1265537759,16.9045707662,-18.9696309241
167,342817737.726,21215772792.6,0.0,35.2336940184,17.6069449578,50.830127664,-12.0
168,190152742.938,1437277994.31,5.37459297909e-10,58.2734499794,7.90314504042,11.9827108745,-17.548757014
169,281048065.287,4584907693.19,6.00105892118e-10,4.32608117356,60.8303689638,44.4576434026,-17.6705527091
170,151110827.498,3028456573.59,5.15291169085e-10,15.3905838195,70.9586337461,41.3390574073,-17.4672428841
171,11422845875.3,4.79253327961e+11,0.0,59.9501456779,8.8766563406,17.3174114836,-12.0
172,42656435656.9,1534911687.28,8.91237123584e-10,54.1282357586,47.5809091445,43.9541042103,-19.679991295
173,7.56483788286e+11,5334147449.0,1.13912816362e-10,0.289231380166,25.7987273341,13.5314167498,-21.822227036
174,12256869544.2,1242833626.59,9.09117279248e-10,11.2254714644,70.8744986104,6.9662145223,-19.1297596514
175,3181169083.88,21495542646.7,4.39917352432e-11,3.02902021994,18.2272267379,19.8030239009,-19.8592156602
176,32788197553.8,72363937353.1,8.86949291341e-10,15.3930902817,2.57409432259,16.4458917971,-19.5678187521
177,5.4728681741e+11,1188025930.84,4.76042673408e-11,29.7443151232,70.8353867048,49.4987231463,-22.0605691019
178,4581471354.96,36724953285.8,2.62938980905e-11,39.2209516143,71.1900132658,58.7475619337,-20.2411500002
179,9.18945720883e+11,4.42857389783e+12,7.83220503166e-10,4.3368321779,34.7740854771,60.828934342,-21.0694058119
180,2.36381563304e+11,23132253141.1,2.55922143973e-10,74.2975220114,12.7635448869,49.0849153479,-20.9655057352
181,7026838841.02,2367223878.32,4.48568607581e-10,22.402265766,26.374433285,74.0071329328,-19.1949311164
182,2.16359250891e+11,1.61172431897e+11,2.18084220716e-10,23.3603494203,43.2065371163,40.3929096917,-20.9965512254
183,23162249757.9,11647028432.9,1.71956622128e-11,17.5114905671,60.4503713472,60.3926510478,-21.1293618349
184,40538600888.2,6.62678265278e+11,2.94936858999e-10,30.9950822483,44.8921717794,6.01421500051,-20.138139705
185,1.27194182162e+11,3.61621428802e+12,3.2925799796e-10,46.4859890293,30.7248499184,58.3082253213,-20.5869309141
186,5709325597.71,6.72784389417e+12,6.98499344721e-10,74.237937043,68.3739436272,56.2123304545,-18.9124188081
187,15071576933.8,2.92345173824e+12,3.11128628408e-10,16.8315366484,51.1774719692,25.3566688308,-19.6852187203
188,1398177380.74,63236714312.8,5.49590124397e-10,40.5269211827,5.53744690852,12.4463036189,-18.4055233517
189,722591740.945,1.07644160968e+11,6.38665694106e-10,26.2105941074,40.2106646803,21.9030703583,-18.0536194047
190,40472303954.1,18188858516.2,2.13097975521e-10,41.9362230551,53.7757173425,8.93706108801,-20.2785786042
191,21481702448.5,1967442069.17,7.63882596301e-10,29.2994900317,70.54280014,12.6693663514,-19.4490420812
192,2.62003527197e+11,27400066911.6,2.92542247336e-10,68.2869575825,23.1808515087,14.7996364344,-20.9521185446
193,3.44547057195e+11,5770281637.24,0.0,21.4812051632,17.5201704039,74.8742818873,-12.0
194,201613635.728,1195131934.39,9.30866177084e-11,1.18171364201,7.20845506527,36.2896432644,-18.3356326508
195,86410981799.5,9972508547.05,0.0,41.4670403238,10.6269297059,1.11621983508,-12.0
196,85354648780.8,7882938680.36,5.94415674566e-10,34.8552006817,41.8773765015,23.2348382244,-20.1571369265
197,5.01264324317e+11,15028766540.0,0.0,47.9702269694,23.1588972072,26.8073810881,-12.0
198,13911703088.6,5954092564.74,2.95322883039e-10,5.78297200346,68.868271115,71.9236040961,-19.6730832006
199,5.0590616781e+11,1440220161.08,7.87227656797e-10,21.5444598006,10.8869240216,68.6090914229,-20.8079696309
200,362947531.836,5.0834220315e+11,8.754633626e-10,13.2009395596,73.2944585061,24.300331443,-17.6176058715
201,298448219.774,38032424259.8,8.34139332506e-10,29.5966397082,56.8013867909,2.8272146105,-17.5536303926
202,390587165.037,2.76525445107e+11,5.53651256827e-10,57.813930511,30.7691607733,16.183672671,-17.8484816778
203,3956306636.93,36119697648.6,0.0,47.5681976726,73.4286080751,45.6462745823,-12.0
204,2989919304.94,17892213406.1,0.0,28.1326975531,46.2148285339,4.36052736839,-12.0
205,243683516.479,5.20725140063e+12,0.0,22.279761725,17.457828984,73.6235100478,-12.0
207,189792143.485,1143617207.62,1.35331675413e-10,51.2299879609,15.102880091,43.4264187331,-18.1468787722
208,2969349682.86,39392867733.7,5.73515195904e-10,62.9191844137,52.9644814164,71.7620147612,-18.7141164154
209,1225657080.13,9351199626.59,8.6077955295e-10,28.4165075945,44.0446393357,56.6799356413,-18.1534770361
210,25392027382.4,6.61582888887e+11,6.50900441539e-10,28.2323722166,25.7604284112,33.8516395332,-19.5911828116
212,16301841811.1,1196920844.55,1.9243761905e-10,33.6236824517,70.664276513,38.8178765448,-19.9279466996
213,108157934.293,2.64078593313e+12,5.9893195232e-10,6.80554161577,48.5044132035,55.695134314,-17.2566809013
214,18010684656.7,3.95829648145e+11,0.0,20.320968076,2.75952656634,51.7059207088,-12.0
215,40665523122.8,37114260361.9,6.94227545701e-10,66.1625604593,3.2034750081,52.5721407304,-19.7677245218
216,220895890.425,2811213315.9,9.90784105617e-10,55.7978911368,45.4757631293,53.4514838014,-17.3482086054
217,9472330266.28,22512300515.4,2.27710624622e-10,55.8615145964,51.9443944087,28.764435609,-19.6190735373
218,17055949274.6,1.12530798774e+11,4.39329417383e-10,29.7773448545,31.2978573814,67.6760002506,-19.5890856112
219,4.43083476711e+11,1.04988059058e+12,6.71123688981e-10,57.5675428783,38.2021034349,17.9776060525,-20.8196829862
220,18559060123.6,10297446972.5,0.0,22.2967498238,3.55539622901,53.9946441887,-12.0
221,27022791397.5,8978894834.56,4.8707908557e-10,7.6453335534,67.7997678674,19.4866394506,-19.7441307267
222,159178647.736,5.12081368137e+11,1.23076013904e-10,59.0175079391,4.50839914609,68.4261223163,-18.1117113887
223,1466801591.58,18601528689.4,5.72750099264e-10,8.14035050438,4.31885917515,23.2112054325,-18.4084061994
224,21902999601.9,3780116424.46,9.70603321623e-10,23.7440087153,39.8303600198,50.758196906,-19.353461822
225,149268744.459,1749609831.25,0.0,10.5918103847,53.0103849033,45.4540459362,-12.0
226,148600363.487,3754393456.55,0.0,49.4032849876,24.976843395,48.2644848008,-12.0
227,65534061147.9,4.14490208288e+12,3.56273837694e-10,16.5572444565,40.6340514997,7.76274004153,-20.2646831501
228,1.34195705314e+11,7.63382266838e+12,9.85138938368e-10,9.03911712294,27.7551864112,12.2016708079,-20.134241132
229,1705919840.54,7835547286.13,7.99249410711e-10,28.7869259956,66.5920266306,32.835042025,-18.3292762955
230,218744256.276,2.67329808664e+12,7.38307508124e-10,2.43568653814,66.8120926993,68.5235006967,-17.4716993733
231,217661471.541,1.07430383079e+11,6.83372190166e-10,57.6626093875,2.35436288405,27.0079599928,-17.5031242598
232,715991129.225,3.09063445536e+12,5.5697006871e-11,2.44687121283,56.4661583088,63.1446374173,-19.1090757846
233,647356447.642,5.62072763507e+11,5.55356314037e-10,70.1266104954,41.8705155799,28.1781138922,-18.066571764
234,1.25704938339e+11,45664286031.8,2.44200706715e-10,57.5414399121,57.7747581767,20.0626893398,-20.7116054229
235,85384217637.8,9409951185.43,4.65776319559e-10,57.8304282921,10.5878248077,60.2009110397,-20.2632001985
236,44568793723.9,15469450047.5,6.86060083289e-10,20.3277357723,9.16360229433,1.89652384014,-19.8126687281
237,1.01279627655e+11,72136807821.2,5.01793111396e-10,32.228503163,10.0450905414,15.0777303073,-20.304997401
238,445069789.725,5.78456348758e+12,5.57605012835e-10,73.8641258497,0.913576610232,47.6691976882,-17.902101447
239,8.6739151166e+11,1096572355.63,6.52987050211e-10,26.8323360964,56.8287637785,30.5306003307,-21.1233105992
240,7917151007.85,50010182784.8,3.44109317888e-10,40.4039143066,69.9944817977,30.484443612,-19.3618724958
241,18111993869.4,1405023591.58,8.73276649328e-10,12.8651961618,56.0344324463,52.14111322,-19.3168144149
242,18663619185.8,5.78362335064e+12,1.38709522668e-10,45.9437462934,49.4623932191,64.3716221046,-20.1288895873
243,27180378538.0,2.6381180592e+12,9.01890389464e-10,46.0143840069,46.1749153316,31.2581671139,-19.4791017417
244,8.32167869198e+11,2.09043694889e+12,0.0,32.8955824789,18.1959645873,38.1849574281,-12.0
245,54875919389.5,30083778189.7,9.68985680852e-10,13.2670589742,64.9254695802,46.1904280864,-19.7530644501
247,6490397619.11,1053879646.57,7.48524855889e-10,2.55211800985,3.67911070457,10.269041895,-18.9380650773
248,3.23951344762e+11,81275743712.7,0.0,52.646794162,51.1922168004,8.94006504447,-12.0
249,587153374.003,14604688909.0,9.43046929169e-10,49.9759381394,64.9102101447,4.1441504379,-17.7942182556
250,354240866.759,3.31756731534e+11,5.8580580461e-10,58.4161332626,1.38565443976,43.1073542883,-17.7815449911
251,28168221938.5,4.84525880388e+11,2.22423241944e-10,30.3324226286,17.4487807191,52.1061965215,-20.1025792674
252,4957354998.14,17675688067.7,9.04603065856e-10,26.0996820695,1.12063598861,22.9797101936,-18.7387919647
253,2.07425224673e+11,47582634008.7,4.88389773012e-10,25.5720407621,27.4504225647,12.0209299814,-20.628095008
254,2780459731.76,1027873480.7,5.06553291352e-10,18.00633908,41.9100385739,10.8140972149,-18.7394914682
255,279739032.277,62416185832.1,8.54175926343e-10,26.2091381555,32.3225963874,25.5440751057,-17.5152057408
256,1278720194.47,6.0264949423e+11,6.2609231754e-10,53.5311596187,45.7010840341,4.15013853415,-18.3101371491
257,399446228.642,3384764259.17,7.43741109891e-10,72.4907065028,2.79609386048,54.9717323675,-17.7300365376
